<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VTBR;D;03/09/19;000000;0.0394450;0.0397350;0.0389100;0.0392000;23478360000
VTBR;D;04/09/19;000000;0.0394200;0.0430950;0.0393750;0.0429100;172623080000
VTBR;D;05/09/19;000000;0.0431450;0.0440000;0.0416500;0.0420050;113845420000
VTBR;D;06/09/19;000000;0.0421700;0.0425650;0.0415500;0.0419500;34935330000
VTBR;D;09/09/19;000000;0.0421250;0.0423300;0.0414100;0.0415000;23463630000
VTBR;D;10/09/19;000000;0.0415650;0.0428300;0.0412450;0.0426500;58233980000
VTBR;D;11/09/19;000000;0.0427700;0.0430500;0.0423600;0.0427000;34795530000
VTBR;D;12/09/19;000000;0.0426000;0.0433000;0.0424600;0.0428750;35503930000
VTBR;D;13/09/19;000000;0.0428800;0.0431450;0.0423000;0.0425000;20263440000
VTBR;D;16/09/19;000000;0.0426900;0.0427850;0.0420800;0.0426700;19731990000
VTBR;D;17/09/19;000000;0.0426000;0.0427900;0.0421200;0.0423400;23428810000
VTBR;D;18/09/19;000000;0.0422850;0.0429200;0.0422200;0.0425550;26231830000
VTBR;D;19/09/19;000000;0.0425600;0.0427000;0.0422550;0.0424550;19270620000
VTBR;D;20/09/19;000000;0.0424450;0.0425150;0.0418800;0.0424000;18894530000
VTBR;D;23/09/19;000000;0.0423050;0.0425900;0.0418800;0.0420700;12143770000
VTBR;D;24/09/19;000000;0.0422250;0.0435000;0.0420700;0.0420750;60464910000
VTBR;D;25/09/19;000000;0.0419950;0.0424750;0.0415150;0.0423000;22502360000
VTBR;D;26/09/19;000000;0.0422850;0.0432000;0.0421250;0.0429200;33769250000
VTBR;D;27/09/19;000000;0.0429550;0.0429800;0.0426300;0.0426950;9617950000
VTBR;D;30/09/19;000000;0.0427000;0.0427650;0.0420050;0.0425950;15510810000
VTBR;D;01/10/19;000000;0.0425400;0.0428150;0.0423000;0.0423000;9330090000
VTBR;D;02/10/19;000000;0.0423500;0.0425000;0.0412950;0.0413100;25613940000
VTBR;D;03/10/19;000000;0.0413450;0.0415700;0.0404350;0.0409000;41970240000
VTBR;D;04/10/19;000000;0.0410750;0.0412900;0.0406550;0.0407500;15167640000
VTBR;D;07/10/19;000000;0.0409250;0.0416400;0.0406800;0.0414650;16989050000
VTBR;D;08/10/19;000000;0.0415400;0.0415400;0.0406550;0.0406550;19890520000
VTBR;D;09/10/19;000000;0.0406650;0.0413000;0.0406650;0.0408000;14655360000
VTBR;D;10/10/19;000000;0.0408150;0.0413500;0.0406650;0.0413500;13322500000
VTBR;D;11/10/19;000000;0.0414250;0.0423950;0.0413950;0.0419250;34103450000
VTBR;D;14/10/19;000000;0.0419400;0.0421800;0.0415050;0.0417500;12935840000
VTBR;D;15/10/19;000000;0.0418100;0.0419450;0.0413000;0.0417000;15544660000
VTBR;D;16/10/19;000000;0.0418700;0.0421600;0.0417250;0.0419800;11968370000
VTBR;D;17/10/19;000000;0.0419800;0.0421650;0.0417050;0.0420050;8837100000
VTBR;D;18/10/19;000000;0.0420000;0.0431000;0.0418800;0.0428000;34675140000
VTBR;D;21/10/19;000000;0.0429800;0.0440600;0.0429200;0.0436400;49251600000
VTBR;D;22/10/19;000000;0.0439500;0.0439500;0.0433200;0.0437000;23816260000
VTBR;D;23/10/19;000000;0.0436550;0.0436600;0.0422800;0.0432000;52842630000
VTBR;D;24/10/19;000000;0.0431500;0.0431850;0.0425300;0.0428550;28800610000
VTBR;D;25/10/19;000000;0.0428700;0.0433000;0.0423750;0.0429850;30154980000
VTBR;D;28/10/19;000000;0.0430300;0.0435400;0.0426550;0.0428250;22762370000
VTBR;D;29/10/19;000000;0.0428200;0.0430600;0.0425950;0.0430600;14449960000
VTBR;D;30/10/19;000000;0.0431000;0.0438750;0.0429450;0.0435000;35090330000
VTBR;D;31/10/19;000000;0.0435900;0.0437600;0.0427000;0.0430900;28040870000
VTBR;D;01/11/19;000000;0.0430150;0.0433300;0.0428200;0.0431450;16161730000
VTBR;D;05/11/19;000000;0.0435800;0.0441000;0.0434000;0.0440250;30529660000
VTBR;D;06/11/19;000000;0.0440300;0.0446800;0.0438000;0.0442000;89432510000
VTBR;D;07/11/19;000000;0.0440500;0.0447500;0.0436050;0.0443000;50648010000
VTBR;D;08/11/19;000000;0.0441650;0.0462500;0.0438100;0.0460000;100771170000
VTBR;D;11/11/19;000000;0.0460800;0.0473400;0.0456750;0.0469500;95100090000
VTBR;D;12/11/19;000000;0.0469900;0.0480000;0.0465950;0.0470000;75058880000
VTBR;D;13/11/19;000000;0.0468200;0.0480000;0.0459500;0.0473300;71089130000
VTBR;D;14/11/19;000000;0.0475050;0.0478800;0.0464650;0.0470650;47572330000
VTBR;D;15/11/19;000000;0.0470650;0.0471450;0.0465300;0.0469200;23122730000
VTBR;D;18/11/19;000000;0.0467800;0.0472200;0.0461400;0.0462000;24455560000
VTBR;D;19/11/19;000000;0.0462550;0.0469500;0.0461000;0.0464600;22798880000
VTBR;D;20/11/19;000000;0.0461950;0.0464500;0.0457350;0.0460000;24892740000
VTBR;D;21/11/19;000000;0.0459000;0.0463750;0.0455600;0.0459950;21358390000
VTBR;D;22/11/19;000000;0.0460000;0.0463600;0.0459200;0.0461900;14645790000
VTBR;D;25/11/19;000000;0.0462300;0.0465900;0.0461000;0.0462500;10528110000
VTBR;D;26/11/19;000000;0.0463000;0.0463650;0.0457050;0.0458750;21915030000
VTBR;D;27/11/19;000000;0.0458700;0.0460000;0.0457550;0.0458000;10430610000
VTBR;D;28/11/19;000000;0.0458100;0.0459350;0.0453000;0.0454300;18155520000
VTBR;D;29/11/19;000000;0.0454000;0.0456800;0.0450900;0.0453300;20101810000
VTBR;D;02/12/19;000000;0.0454450;0.0456300;0.0447650;0.0449150;25373910000
VTBR;D;03/12/19;000000;0.0448550;0.0449650;0.0440150;0.0442450;29178240000
VTBR;D;04/12/19;000000;0.0441700;0.0447850;0.0439050;0.0445950;20582070000
VTBR;D;05/12/19;000000;0.0446500;0.0448450;0.0442700;0.0447150;11710550000
VTBR;D;06/12/19;000000;0.0446950;0.0452750;0.0446200;0.0452750;16951700000
VTBR;D;09/12/19;000000;0.0452700;0.0454500;0.0448150;0.0454500;18230990000
VTBR;D;10/12/19;000000;0.0452200;0.0456500;0.0449650;0.0451700;17772140000
VTBR;D;11/12/19;000000;0.0451950;0.0454850;0.0451000;0.0453050;12325440000
VTBR;D;12/12/19;000000;0.0453900;0.0454500;0.0450750;0.0453550;16767920000
VTBR;D;13/12/19;000000;0.0454500;0.0465600;0.0454000;0.0463500;43213490000
VTBR;D;16/12/19;000000;0.0463850;0.0469850;0.0463500;0.0465100;27018880000
VTBR;D;17/12/19;000000;0.0466150;0.0467850;0.0464200;0.0465500;14646760000
VTBR;D;18/12/19;000000;0.0465400;0.0470000;0.0461900;0.0469200;22028440000
VTBR;D;19/12/19;000000;0.0468500;0.0472150;0.0460000;0.0465150;34811530000
VTBR;D;20/12/19;000000;0.0466100;0.0466950;0.0461100;0.0463000;17222250000
VTBR;D;23/12/19;000000;0.0463450;0.0466550;0.0463100;0.0465050;11768820000
VTBR;D;24/12/19;000000;0.0465800;0.0467050;0.0463000;0.0463500;9563230000
VTBR;D;25/12/19;000000;0.0464000;0.0464850;0.0459300;0.0459800;12414020000
VTBR;D;26/12/19;000000;0.0459950;0.0461600;0.0458700;0.0460000;10094310000
VTBR;D;27/12/19;000000;0.0460950;0.0461700;0.0457550;0.0458800;15448460000
VTBR;D;30/12/19;000000;0.0459600;0.0461900;0.0458650;0.0459000;11833280000
VTBR;D;03/01/20;000000;0.0461050;0.0463400;0.0459950;0.0462400;11882340000
VTBR;D;06/01/20;000000;0.0461100;0.0461950;0.0459300;0.0461100;7975960000
VTBR;D;08/01/20;000000;0.0462100;0.0470000;0.0462000;0.0465250;28637340000
VTBR;D;09/01/20;000000;0.0468200;0.0473000;0.0465750;0.0470750;29466080000
VTBR;D;10/01/20;000000;0.0471200;0.0478900;0.0470050;0.0476000;29871600000
VTBR;D;13/01/20;000000;0.0476500;0.0482500;0.0476100;0.0480600;32627810000
VTBR;D;14/01/20;000000;0.0481500;0.0484250;0.0471000;0.0472600;39426830000
VTBR;D;15/01/20;000000;0.0472000;0.0481500;0.0467000;0.0468050;59757270000
VTBR;D;16/01/20;000000;0.0470100;0.0478250;0.0470000;0.0478250;30842340000
VTBR;D;17/01/20;000000;0.0478250;0.0482000;0.0477000;0.0480350;27984400000
VTBR;D;20/01/20;000000;0.0481500;0.0488400;0.0480000;0.0480150;44759300000
VTBR;D;21/01/20;000000;0.0480150;0.0502500;0.0474150;0.0498100;156194830000
VTBR;D;22/01/20;000000;0.0499400;0.0502500;0.0488850;0.0489700;51515300000
VTBR;D;23/01/20;000000;0.0486000;0.0494500;0.0482000;0.0485000;43043200000
VTBR;D;24/01/20;000000;0.0487500;0.0491150;0.0480000;0.0480000;39887770000
VTBR;D;27/01/20;000000;0.0474950;0.0476700;0.0462500;0.0468200;50352130000
VTBR;D;28/01/20;000000;0.0471250;0.0472950;0.0464250;0.0472000;26031850000
VTBR;D;29/01/20;000000;0.0473250;0.0477800;0.0470000;0.0475400;34492140000
VTBR;D;30/01/20;000000;0.0473300;0.0477350;0.0470100;0.0470450;22410820000
VTBR;D;31/01/20;000000;0.0474100;0.0475600;0.0464000;0.0464000;30041510000
VTBR;D;03/02/20;000000;0.0460600;0.0465650;0.0458350;0.0461500;28744030000
VTBR;D;04/02/20;000000;0.0463700;0.0474350;0.0463300;0.0472550;38499030000
VTBR;D;05/02/20;000000;0.0473300;0.0481750;0.0470250;0.0476800;39508130000
VTBR;D;06/02/20;000000;0.0480000;0.0483500;0.0477100;0.0480750;30385790000
VTBR;D;07/02/20;000000;0.0480400;0.0482300;0.0474000;0.0480900;17492800000
VTBR;D;10/02/20;000000;0.0481150;0.0485000;0.0474000;0.0474000;34748180000
VTBR;D;11/02/20;000000;0.0476000;0.0477900;0.0474200;0.0474400;28011470000
VTBR;D;12/02/20;000000;0.0474800;0.0480500;0.0474500;0.0478700;19635460000
VTBR;D;13/02/20;000000;0.0477850;0.0483600;0.0475850;0.0480000;28600180000
VTBR;D;14/02/20;000000;0.0481200;0.0482500;0.0477350;0.0478850;11615610000
VTBR;D;17/02/20;000000;0.0480750;0.0481800;0.0478800;0.0480950;9177590000
VTBR;D;18/02/20;000000;0.0479250;0.0479950;0.0472000;0.0472050;23747150000
VTBR;D;19/02/20;000000;0.0474000;0.0475800;0.0472800;0.0474700;13794480000
VTBR;D;20/02/20;000000;0.0475650;0.0477850;0.0475100;0.0475100;12606630000
VTBR;D;21/02/20;000000;0.0473900;0.0481000;0.0472000;0.0479600;19771390000
VTBR;D;25/02/20;000000;0.0473500;0.0482750;0.0472200;0.0472950;52689530000
VTBR;D;26/02/20;000000;0.0470500;0.0477400;0.0465200;0.0472300;52216370000
VTBR;D;27/02/20;000000;0.0469450;0.0471300;0.0453100;0.0453900;46303030000
VTBR;D;28/02/20;000000;0.0443000;0.0444950;0.0424300;0.0433300;88893820000
VTBR;D;02/03/20;000000;0.0441400;0.0444400;0.0426150;0.0430000;64207930000
VTBR;D;03/03/20;000000;0.0437100;0.0441900;0.0428350;0.0432550;50685620000
VTBR;D;04/03/20;000000;0.0428250;0.0438000;0.0427000;0.0431550;28688450000
VTBR;D;05/03/20;000000;0.0435750;0.0437800;0.0429250;0.0430700;25375410000
VTBR;D;06/03/20;000000;0.0425850;0.0426000;0.0408350;0.0412200;62444220000
VTBR;D;10/03/20;000000;0.0371000;0.0397000;0.0347800;0.0374500;100095230000
VTBR;D;11/03/20;000000;0.0382850;0.0382850;0.0361700;0.0363550;58704400000
VTBR;D;12/03/20;000000;0.0349950;0.0349950;0.0307350;0.0311200;146656520000
VTBR;D;13/03/20;000000;0.0317650;0.0329950;0.0312000;0.0315750;130719530000
VTBR;D;16/03/20;000000;0.0303650;0.0309450;0.0287550;0.0301500;118314310000
VTBR;D;17/03/20;000000;0.0302850;0.0314400;0.0289050;0.0297350;90493350000
VTBR;D;18/03/20;000000;0.0291000;0.0293900;0.0276000;0.0281400;90350300000
VTBR;D;19/03/20;000000;0.0285300;0.0306500;0.0278550;0.0305700;101096200000
VTBR;D;20/03/20;000000;0.0311650;0.0330250;0.0310900;0.0315000;117246270000
VTBR;D;23/03/20;000000;0.0302600;0.0324750;0.0301050;0.0316000;79736050000
VTBR;D;24/03/20;000000;0.0330100;0.0334950;0.0324000;0.0328800;62990120000
VTBR;D;25/03/20;000000;0.0336000;0.0354850;0.0317000;0.0328000;131779890000
VTBR;D;26/03/20;000000;0.0326650;0.0334000;0.0321000;0.0325000;64621230000
VTBR;D;27/03/20;000000;0.0328050;0.0329350;0.0308550;0.0311000;60507180000
VTBR;D;30/03/20;000000;0.0308000;0.0317950;0.0298200;0.0316500;77921780000
VTBR;D;31/03/20;000000;0.0323250;0.0326950;0.0317950;0.0326000;71869010000
VTBR;D;01/04/20;000000;0.0317300;0.0323800;0.0315600;0.0320300;57498660000
